"","symbol","EntrezGene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000036560","Lgi4","243914",2290.39194455398,0.310257091033593,0.049546140602455,6.26198301746675,3.80112344222616e-10,2.38213634471803e-08
"ENSMUSG00000067274","Rplp0","11837",13443.4259477769,0.205998141079881,0.0329229382238267,6.25697924284285,3.92505630032355e-10,2.45341506148796e-08
"ENSMUSG00000015314","Slamf6","30925",39.5764666309599,1.73824294871057,0.278327010413607,6.24532612241786,4.22916769732709e-10,2.62984291049552e-08
"ENSMUSG00000035673","Sbno2","216161",3248.93913933174,0.327076369641311,0.0523686443777808,6.24565278569793,4.22033760807201e-10,2.62984291049552e-08
"ENSMUSG00000035237","Lcat","16816",2354.97246332577,0.331019749201113,0.0530787116758733,6.23639381495342,4.47773009509429e-10,2.77723130769186e-08
"ENSMUSG00000034786","Gpsm3","106512",209.868646299836,0.725191533388267,0.116582254934918,6.22042808996191,4.95800260949067e-10,3.06720649864763e-08
"ENSMUSG00000009585","Apobec3","80287",435.044486135189,0.658987100483723,0.106019025036154,6.21574382766679,5.10820835020037e-10,3.1520265114762e-08
"ENSMUSG00000042659","Arrdc4","66412",701.124887858167,0.434124008307988,0.0699562321658013,6.20565166058519,5.44707117393338e-10,3.35252603070861e-08
"ENSMUSG00000106847","Peg13","353342",40497.634292161,-0.123750964715883,0.0199869295746163,-6.19159457453882,5.95585845309411e-10,3.65631973657423e-08
"ENSMUSG00000030844","Rgs10","67865",1834.03243281014,0.363285862081705,0.0588378755430041,6.17435382785332,6.64346115673242e-10,4.06806342841643e-08
"ENSMUSG00000037706","Cd81","12520",24854.2122624912,0.197103042300935,0.031941658044755,6.17072044365275,6.79795235709099e-10,4.15209958054301e-08
"ENSMUSG00000032648","Pygm","19309",5418.89752312411,-0.210070859183873,0.0343686694757524,-6.11227790857836,9.82189449569942e-10,5.98389597567105e-08
"ENSMUSG00000032596","Uba7","74153",478.014588951336,0.691256065742342,0.113329961266863,6.09949970877173,1.06400954004432e-09,6.46600746999158e-08
"ENSMUSG00000037731","Themis2","230787",172.509159034277,0.872171140526428,0.143110506762967,6.09438929575589,1.09856024453619e-09,6.65915674679179e-08
"ENSMUSG00000097194",NA,NA,28.5683266097028,2.17857747618178,0.357616272628792,6.09194167862478,1.11549326563554e-09,6.74481041143698e-08
"ENSMUSG00000099974","Bcl2a1d","12047",16.6906051522306,3.64133388550476,0.598902164998092,6.08001456384175,1.2017163209501e-09,7.2479456801163e-08
"ENSMUSG00000003812","Dnase2a","13423",535.888805870332,0.547971261633816,0.0901417651930911,6.07899413174366,1.20938784769952e-09,7.27597963872222e-08
"ENSMUSG00000000594","Gm2a","14667",6834.3378774989,0.229879030659325,0.0379193166743794,6.06231996829852,1.34171955361149e-09,8.05199028869337e-08
"ENSMUSG00000026958","Dpp7","83768",2206.6618624492,0.241957514596004,0.0399335615991202,6.05900162437138,1.36969010094028e-09,8.19940106445969e-08
"ENSMUSG00000030235","Slco1c1","58807",4472.66358927013,-0.233112562371774,0.038533465661811,-6.04961319642741,1.45194016570565e-09,8.67020845848794e-08
"ENSMUSG00000041707","Tmem273","69069",68.6800557526941,1.15899428816771,0.19269276119781,6.01472666104946,1.80190482562122e-09,1.07333761456868e-07
"ENSMUSG00000066026","Dhrs3","20148",1646.72396362996,0.351619439216996,0.0586554447375561,5.99465984428655,2.03911809329162e-09,1.21163893617439e-07
"ENSMUSG00000021306","Gpr137b","83924",1687.46060593346,0.314497398628695,0.0524846007904201,5.99218425771278,2.07041148126316e-09,1.22720325853689e-07
"ENSMUSG00000028673","Fuca1","71665",3026.7284910499,0.273876532770538,0.045725564954758,5.9895713271453,2.10394845292979e-09,1.24401767861807e-07
"ENSMUSG00000028583","Pdpn","14726",1028.77810430619,0.462734807565061,0.0774523429499182,5.97444557441305,2.30873992882016e-09,1.36176045066317e-07
"ENSMUSG00000040997","Abhd4","105501",6206.76134522369,0.246794005479547,0.0413375303859073,5.97021648791295,2.36938979077202e-09,1.39411651136745e-07
"ENSMUSG00000024334","H2-Oa","15001",30.6641347916553,1.98749802170171,0.333340830309394,5.96235996609532,2.48620693568741e-09,1.4592821928614e-07
"ENSMUSG00000027947","Il6ra","16194",843.023633972125,0.382998171081191,0.0642979353692879,5.95661694083152,2.57512868169711e-09,1.50779736557277e-07
"ENSMUSG00000051735","Rinl","320435",244.561363810639,0.601341237891864,0.101301047819959,5.93617984051479,2.91739780826357e-09,1.70405772465687e-07
"ENSMUSG00000028970","Abcb1b","18669",413.471480957889,0.636343425322755,0.107206013061904,5.93570646970439,2.92582857726893e-09,1.70484418188806e-07
"ENSMUSG00000074457","S100a16","67860",4268.59825927381,0.27461221138842,0.0462961431903598,5.93164338245787,2.99917487584925e-09,1.74336095138435e-07
"ENSMUSG00000045502","Hcar2","80885",79.9477208497466,4.27129988834431,0.720671012698016,5.9268373683487,3.08824551153251e-09,1.79081031891638e-07
"ENSMUSG00000031431","Tsc22d3","14605",6394.11898061543,-0.330257103730149,0.0558382179542312,-5.91453516659235,3.32814128062073e-09,1.92528172880139e-07
"ENSMUSG00000022575","Gsdmd","69146",245.26581031101,0.746456087141997,0.12632896055037,5.90882790367275,3.44550417921181e-09,1.98839467800317e-07
"ENSMUSG00000059991","Nptx2","53324",3873.80592678835,-0.432776152256195,0.0733689531492916,-5.89862787568442,3.66536840573851e-09,2.11021748048079e-07
"ENSMUSG00000092274","Neat1","66961",21298.0331335019,0.332991854218534,0.0564871407359265,5.89500282507214,3.74674971152658e-09,2.15192200018824e-07
"ENSMUSG00000031349","Nsdhl","18194",2247.53930061738,0.235283011229514,0.0399294309160987,5.89247093763746,3.80463025712996e-09,2.17996255090077e-07
"ENSMUSG00000033016","Nfatc1","18018",959.319619761515,0.410690545069378,0.0698118210923433,5.88282240232838,4.03328644881436e-09,2.30548784776051e-07
"ENSMUSG00000026227","2810459M11Rik","72792",1194.3164443637,0.387784295125698,0.0663271258670421,5.8465415176144,5.01898345260726e-09,2.86212883381502e-07
"ENSMUSG00000055567","Unc80","329178",58166.4209141123,-0.155366706858621,0.0265832012756498,-5.8445446523755,5.0795578056572e-09,2.88534034933765e-07
"ENSMUSG00000075611",NA,NA,7.64549638528536,5.89558903628911,1.00875691191723,5.84441005225334,5.08366635412077e-09,2.88534034933765e-07
"ENSMUSG00000037742","Eef1a1","13627",156096.308386947,0.166213303631131,0.0284660674123825,5.83899775206847,5.25157781971844e-09,2.97362871132998e-07
"ENSMUSG00000052760","A630001G21Rik","319997",103.284453662284,0.857905093383457,0.147237797518542,5.82666345083992,5.65464831975055e-09,3.19434534776519e-07
"ENSMUSG00000022906","Parp9","80285",488.687037357121,0.528620810258746,0.090848397531386,5.81871364408073,5.93022275903607e-09,3.34217355260428e-07
"ENSMUSG00000086109",NA,NA,34.4168534961443,1.59011938568828,0.273608764015335,5.8116536998031,6.18587017794062e-09,3.47810667832105e-07
"ENSMUSG00000036526","Card11","108723",50.2680076564096,1.77763489892271,0.306476179057672,5.80023838847259,6.62207106697483e-09,3.71468858337411e-07
"ENSMUSG00000026749","Nek6","59126",2718.01176934562,0.246548970297194,0.0426245663027391,5.78419891820342,7.28586879764722e-09,4.07754494454373e-07
"ENSMUSG00000022112","Gpc5","103978",2426.12352972725,-0.270332672035792,0.0467889217807217,-5.7777068106574,7.57256141489423e-09,4.22815987121647e-07
"ENSMUSG00000112023","Lilrb4b","14727",36.3076743504149,1.64552500375627,0.285467371566829,5.76431903486752,8.19881957388442e-09,4.56723595012798e-07
"ENSMUSG00000027423","Snx5","69178",6783.76452632938,0.184186379684723,0.0319727265189005,5.76073421751637,8.37488271646531e-09,4.65453932036346e-07
"ENSMUSG00000041670","Rims1","116837",24491.6535198783,0.181306826804258,0.0314822157217111,5.75902371062221,8.46018193750491e-09,4.69111240382617e-07
"ENSMUSG00000024663","Rab3il1","74760",1203.89199571623,0.351256960971399,0.0610742866936597,5.75130680990604,8.85562365861669e-09,4.89909386999105e-07
"ENSMUSG00000015850","Adamtsl4","229595",2057.14834748895,0.377313006961439,0.0660629701257008,5.7114145222885,1.1204096887264e-08,6.18409613743136e-07
"ENSMUSG00000029826","Zc3hav1","78781",1423.87608252179,0.383327832071412,0.0671472824257153,5.7087616687315,1.13801114258738e-08,6.24296864782161e-07
"ENSMUSG00000030966","Trim21","20821",275.245239868664,0.528665600257892,0.0926080586639318,5.70863494910721,1.13885860643827e-08,6.24296864782161e-07
"ENSMUSG00000043496","Tril","66873",6058.76099555267,-0.1802777543516,0.0315770563724147,-5.70913742640963,1.1355017862213e-08,6.24296864782161e-07
"ENSMUSG00000091649","Phf11b","236451",49.258778043563,1.62308174180786,0.284371046226227,5.70761954617786,1.14567150674519e-08,6.26604200223251e-07
"ENSMUSG00000016496","Cd274","60533",300.288387702529,0.697513756815822,0.122246860874341,5.70578051515618,1.1581115434e-08,6.31971752651271e-07
"ENSMUSG00000037010","Apln","30878",2653.34731310625,-0.269277549305865,0.0472079446538628,-5.70407272081547,1.16978131699248e-08,6.36895642385161e-07
"ENSMUSG00000052384","Nrros","224109",554.017541977381,0.585233585788164,0.102618230875397,5.70301768794648,1.17704762865631e-08,6.39405218591743e-07
"ENSMUSG00000020256","Aldh1l2","216188",1146.9204270203,0.425839836594331,0.074691538326569,5.70131297513861,1.18888125452211e-08,6.44378995271948e-07
"ENSMUSG00000058755","Osm","18413",28.4369573703113,1.9496802301508,0.34221436821629,5.69724830758287,1.21756535865096e-08,6.58442929346861e-07
"ENSMUSG00000000562","Adora3","11542",62.2340153434736,1.1560673442991,0.202989195207612,5.69521615727729,1.23215714039097e-08,6.6483994581858e-07
"ENSMUSG00000037625","Cldn11","18417",13175.3378852943,0.275925705202183,0.0486687964254442,5.6694581635047,1.43249823817618e-08,7.71209621962189e-07
"ENSMUSG00000060519","Tor3a","30935",1049.3667239679,0.39882451681773,0.070501133420989,5.65699439803609,1.54046789385443e-08,8.27485711285869e-07
"ENSMUSG00000021194","Chga","12652",13198.6479952186,-0.17038288530255,0.0301486493642717,-5.65142681000051,1.59121438860439e-08,8.52841297589415e-07
"ENSMUSG00000011884","Gltp","56356",4503.82697812696,0.266121211160401,0.0471405493949513,5.64527173688185,1.64920551788342e-08,8.81958461952544e-07
"ENSMUSG00000030339","Ltbr","17000",883.860092398622,0.398191606100904,0.0705599609086848,5.64330820160493,1.66813340382373e-08,8.9010266880306e-07
"ENSMUSG00000016194","Hsd11b1","15483",1592.63700262806,-0.27352308616472,0.0485437873005097,-5.63456420224238,1.75501571303413e-08,9.34390556065627e-07
"ENSMUSG00000027074","Slc43a3","58207",131.663440799537,1.08657801104491,0.192858571364183,5.63406647347335,1.76009126385217e-08,9.350242001016e-07
"ENSMUSG00000026981","Il1rn","16181",9.83088064134903,4.23064848629669,0.751859587071004,5.62691300217091,1.83463196087629e-08,9.72476170451275e-07
"ENSMUSG00000046223","Plaur","18793",132.784608767002,1.03786319275399,0.184629629628071,5.62132521656855,1.89498156788277e-08,1.00225783365053e-06
"ENSMUSG00000027078","Ube2l6","56791",387.221404018165,0.464494341375538,0.0826417900748985,5.62057454170058,1.90323450115009e-08,1.00441531294248e-06
"ENSMUSG00000009376","Met","17295",558.851406981798,0.396983756411523,0.0707431496311381,5.61162117436722,2.00439855778726e-08,1.05548908737747e-06
"ENSMUSG00000030220","Arhgdib","11857",560.535609586596,0.480954090210251,0.0857137289153458,5.61116750252763,2.00966121082511e-08,1.05594971699796e-06
"ENSMUSG00000067212","H2-T23","15040",1444.41879596768,0.375105836882176,0.0668664941768886,5.60977274941125,2.02592468534779e-08,1.06217598154455e-06
"ENSMUSG00000031662","Snx20","71607",140.273475466,0.926515737844012,0.165302140696079,5.60498329871894,2.08275046342808e-08,1.0895954326608e-06
"ENSMUSG00000052776","Oas1a","246730",96.8212585347396,1.26358508769086,0.22557019032652,5.6017379151996,2.12213255626873e-08,1.10779002096761e-06
"ENSMUSG00000071637","Cebpd","12609",464.223554889251,0.705657293452351,0.126017193134013,5.59969061286674,2.1473470140772e-08,1.11852610159671e-06
"ENSMUSG00000038179","Slamf7","75345",18.6805862537564,2.30954072773403,0.413272358212033,5.58842294153413,2.29141015847659e-08,1.19098888690581e-06
"ENSMUSG00000079298","Klrb1b","80782",10.1312883327121,4.07512220764056,0.730314971683398,5.57995161765243,2.40585496334924e-08,1.24777801062499e-06
"ENSMUSG00000046186","Cd109","235505",362.108959474699,0.575380027782202,0.103423905993299,5.56331751596661,2.64693639321373e-08,1.36986073769222e-06
"ENSMUSG00000029516","Cit","12704",21916.6991481185,-0.164896921931677,0.0296979206871948,-5.55247364515918,2.81655191017873e-08,1.45451334159766e-06
"ENSMUSG00000031165","Was","22376",166.359091807696,0.834777204604444,0.150546578720982,5.54497625715954,2.93994061315996e-08,1.51498224530395e-06
"ENSMUSG00000021666","Gfm2","320806",3620.23248936623,0.212560540665305,0.0383462880494842,5.54318426834444,2.97020000054647e-08,1.52730476523826e-06
"ENSMUSG00000066258","Trim12a","76681",442.167659889444,0.528973679730355,0.0956083073596942,5.53271670985941,3.15308505427764e-08,1.61788895162455e-06
"ENSMUSG00000000673","Haao","107766",49.1015285526586,1.22849638046674,0.222267196379754,5.52711511404408,3.25539374183192e-08,1.66683085951458e-06
"ENSMUSG00000027520","Zdbf2","73884",5768.67879094322,-0.29814485901362,0.0541238618281408,-5.50856588837504,3.61768832736886e-08,1.84840062841044e-06
"ENSMUSG00000112095","Sros1","319272",57.939879464679,1.3040884709721,0.237312815688013,5.49522986017975,3.90201829998268e-08,1.98945064383651e-06
"ENSMUSG00000110235","Gm5086","328314",112.131106169898,1.01126974123201,0.184244458572122,5.48873897792783,4.04813310025204e-08,2.05958399698869e-06
"ENSMUSG00000030894","Tpp1","12751",8138.97080304797,0.194811729731349,0.0355164875155355,5.48510687173486,4.13219525790043e-08,2.09791727597835e-06
"ENSMUSG00000050708","Ftl1","14325",4137.48411870012,0.333436421005002,0.0607987866922622,5.48426110364203,4.15201148112095e-08,2.10354013248791e-06
"ENSMUSG00000001418","Glmp","56700",2889.85842708088,0.248947575163774,0.0454544027741618,5.47686384530579,4.32930071898253e-08,2.18875255887216e-06
"ENSMUSG00000031647","Mfap3l","71306",7942.34207807763,0.256730539588806,0.0468920503837252,5.4749267197305,4.37692699198474e-08,2.20819178327281e-06
"ENSMUSG00000044456","Rin3","217835",385.141152678157,0.512078527373367,0.0936640407122961,5.46718381439786,4.57241827289451e-08,2.30199258864448e-06
"ENSMUSG00000026222","Sp100","20684",541.5319531514,0.434962864439058,0.0795716203196317,5.46630648831648,4.59509552929609e-08,2.30857983115888e-06
"ENSMUSG00000022574","Naprt","223646",465.600093624641,0.492029539800124,0.0902733850821066,5.4504385689382,5.02457568827554e-08,2.51909195704898e-06
"ENSMUSG00000030748","Il4ra","16190",858.688083039984,0.409164455504856,0.075219158185637,5.4396308782805,5.33910750094346e-08,2.6712187528109e-06
"ENSMUSG00000039682","Lap3","66988",5225.9238908676,0.217445910437339,0.0400391984190552,5.43082576632835,5.60938807686983e-08,2.80062083132515e-06
"ENSMUSG00000019122","Ccl9","20308",98.1008335388763,0.992711244199623,0.182829693772854,5.42970468152159,5.64473804447979e-08,2.81243521822787e-06
"ENSMUSG00000025058","Tasl","71398",34.71138062624,1.46357918632978,0.270048365984647,5.41969280574351,5.9701532275162e-08,2.96230386433356e-06
"ENSMUSG00000029204","Rhoh","74734",90.5526336366419,0.935108610754365,0.17253746031893,5.41974252446887,5.96849318044131e-08,2.96230386433356e-06
"ENSMUSG00000022014","Epsti1","108670",103.109079734195,1.09585514856991,0.202295025742855,5.41711366626924,6.05688378249936e-08,2.99915449024377e-06
"ENSMUSG00000040188","Scamp2","24044",2410.77268771065,0.236623482880287,0.0438134751412524,5.40070108836208,6.63809544032863e-08,3.28020054972297e-06
"ENSMUSG00000064109","Hcst","23900",22.836906151512,1.99672959155483,0.369914227438626,5.39781777354351,6.74563282511962e-08,3.32650930197753e-06
"ENSMUSG00000016495","Plgrkt","67759",1272.85831849171,0.287658553016909,0.0533102536419254,5.39593292782015,6.81684100889824e-08,3.35475007932794e-06
"ENSMUSG00000028174","Rpe65","19892",157.160180816002,-0.749691140848322,0.139100840354233,-5.38955148609574,7.06337424867286e-08,3.4689816590676e-06
"ENSMUSG00000030934","Oat","18242",8531.52044788702,0.185419890281772,0.0344343254945412,5.38474001214766,7.25494366504588e-08,3.55580894703318e-06
"ENSMUSG00000036461","Elf1","13709",881.752425087187,0.349226000281246,0.064867740610151,5.38366215620276,7.29854352422573e-08,3.56990751850594e-06
"ENSMUSG00000055866","Per2","18627",4356.63235193277,-0.415865631568056,0.0773320842184052,-5.37765968383249,7.54602774627234e-08,3.68347175890556e-06
"ENSMUSG00000043940","Wdfy3","72145",40116.0973127539,-0.133953374533249,0.0249285804061989,-5.37348586845077,7.72288605243336e-08,3.7621711103605e-06
"ENSMUSG00000034663","Bmp2k","140780",2209.37678615009,0.297601034880747,0.0554103959709305,5.37085197941691,7.83655149790417e-08,3.80983054135482e-06
"ENSMUSG00000026675","Hsd17b7","15490",2920.2450955996,0.231977593885098,0.0432061085607874,5.36909251058158,7.91338217419501e-08,3.8394262504436e-06
"ENSMUSG00000079057","Cyp4v3","102294",771.102627275959,0.447134732224009,0.0833221500670228,5.36633694479009,8.03517729338767e-08,3.89067488059103e-06
"ENSMUSG00000026483","Niban1","63913",615.282684986178,0.376007083965606,0.0702672180554192,5.35110246813888,8.74200010251404e-08,4.22442233869479e-06
"ENSMUSG00000036995","Asap3","230837",934.91750913032,0.428268433661474,0.080166734083455,5.34222129113604,9.18144727839222e-08,4.42788634778575e-06
"ENSMUSG00000030447","Cyfip1","20430",9237.23263852352,0.169975774799213,0.031846315325753,5.33737649271341,9.43010959939158e-08,4.53871175018717e-06
"ENSMUSG00000026832","Cytip","227929",33.764114641927,1.84272671994613,0.345370656632454,5.33550457909101,9.52792243790826e-08,4.5766357977697e-06
"ENSMUSG00000059089","Fcgr4","246256",26.7984390749623,1.94526446398865,0.364820127687828,5.33211935513927,9.70730980185713e-08,4.65351415102972e-06
"ENSMUSG00000001768","Rin2","74030",3035.99826420952,0.239871852602464,0.0450235675993532,5.32769536916728,9.94667647911618e-08,4.75878269323918e-06
"ENSMUSG00000046410","Kcnk6","52150",494.041106398403,0.540839778206813,0.101602039262339,5.32311932057143,1.02002788172616e-07,4.87043074875792e-06
"ENSMUSG00000059182","Skap2","54353",1891.60646269287,0.297307455509518,0.0559528374879907,5.31353670085686,1.07517769092372e-07,5.12359428358007e-06
"ENSMUSG00000032353","Tmed3","66111",1667.95063341544,0.274879313900169,0.0517447400733387,5.31221750289165,1.08299232916561e-07,5.150634466674e-06
"ENSMUSG00000029465","Arpc3","56378",7264.80790580291,0.161603555117009,0.0304263494698951,5.3113027994668,1.08844307202109e-07,5.16634763869575e-06
"ENSMUSG00000075510","Fam187a","66784",27.7041606226952,2.32947819627477,0.43934288255766,5.30218717261011,1.14423433843574e-07,5.42047231386929e-06
"ENSMUSG00000027399","Il1a","16175",60.2518081804852,1.08851936769605,0.206133632036876,5.28064904761063,1.28727056116557e-07,6.08608370421404e-06
"ENSMUSG00000074802","Gas2l3","237436",425.318977494936,0.4227223824779,0.0800702685601194,5.27939258952912,1.29612831185816e-07,6.11594663232679e-06
"ENSMUSG00000039934","Gsap","212167",1231.78391812603,0.348769639918625,0.0660716549999996,5.27865754109879,1.3013375477998e-07,6.1285103890024e-06
"ENSMUSG00000026879","Gsn","227753",6634.50511999819,0.205250927656756,0.0389244675465446,5.27305678391936,1.34170027524279e-07,6.3062533444761e-06
"ENSMUSG00000092471","Cyp21a2-ps","632302",13.4007525282517,3.02001712265088,0.573053743144794,5.27004169988959,1.36392769033303e-07,6.39822999373575e-06
"ENSMUSG00000052310","Slc39a1","30791",3436.0002673696,0.246839656564576,0.0468586110880002,5.26775443900829,1.38102671933857e-07,6.46583813246747e-06
"ENSMUSG00000069270","H2ac6","319164",82.2310121295034,0.90434398432568,0.171872662512421,5.26170928585182,1.42722307936273e-07,6.65622546605893e-06
"ENSMUSG00000074151","Nlrc5","434341",286.384458783852,1.18838746166625,0.225847549262325,5.26190107241731,1.42573477820884e-07,6.65622546605893e-06
"ENSMUSG00000022351","Sqle","20775",6625.39930885743,0.210655808913934,0.0400715693683267,5.25698923787198,1.46432878255277e-07,6.81606811453238e-06
"ENSMUSG00000002028","Kmt2a","214162",35383.0542884733,-0.185828651054195,0.0354225356416527,-5.24605728212418,1.55388607738674e-07,7.21897074368957e-06
"ENSMUSG00000016534","Lamp2","16784",9267.00930198825,0.256658004364227,0.0489343953303253,5.24494075448752,1.56332554182209e-07,7.24883028207104e-06
"ENSMUSG00000003974","Grm3","108069",6851.00743415679,-0.189653555288728,0.0361619233448791,-5.24456493865071,1.56651525880318e-07,7.24965186598048e-06
"ENSMUSG00000036915","Kirrel2","243911",451.165512746109,-0.534761957441499,0.10215558109336,-5.23477965391611,1.65181800528978e-07,7.62975053690953e-06
"ENSMUSG00000009075","Cabp7","192650",4684.67630958409,-0.240257035930948,0.0459290199607938,-5.23105078523422,1.6854919243002e-07,7.77037608396252e-06
"ENSMUSG00000032412","Atp1b3","11933",10776.7404114104,0.145307690935912,0.0277967941653643,5.22749818095822,1.7181908844021e-07,7.90597775012169e-06
"ENSMUSG00000031659","Adcy7","11513",1648.07844847288,0.346531514866556,0.0663037149278748,5.2264268336022,1.72817159308797e-07,7.93672698237826e-06
"ENSMUSG00000020396","Nefh","380684",16604.6348077042,-0.318938808306694,0.0610596808420817,-5.22339461831718,1.75672458699654e-07,8.05249089258511e-06
"ENSMUSG00000043279","Trim56","384309",1658.8669715046,0.273973168503709,0.0526005633297809,5.20855958872579,1.90312234263273e-07,8.7069656227104e-06
"ENSMUSG00000020709","Adap2","216991",623.605665868476,0.382882746073644,0.0735555304064296,5.20535633361671,1.93624698116219e-07,8.8253584917579e-06
"ENSMUSG00000033004","Mycbp2","105689",55670.8999611726,-0.144501162561378,0.0277601352592506,-5.20534792831119,1.9363346285677e-07,8.8253584917579e-06
"ENSMUSG00000036833","Pnpla7","241274",2070.72697776327,0.270283093273229,0.0519288010684402,5.20487836638104,1.94123714199162e-07,8.83097766011878e-06
"ENSMUSG00000020100","Slc29a3","71279",2444.45824812364,0.28685574315408,0.0552668971620446,5.19037177558582,2.09874609357716e-07,9.52949523432725e-06
"ENSMUSG00000024378","Stard4","170459",4647.56058039817,0.278359224301371,0.053680396545502,5.18549120749175,2.15446252286486e-07,9.76405661256926e-06
"ENSMUSG00000067586","S1pr3","13610",978.633874310993,0.329829027826035,0.0636794274231539,5.17952251100343,2.22454568508859e-07,1.00627240435445e-05
"ENSMUSG00000056917","Sipa1","20469",1635.25082918815,0.285045936457597,0.0550959071458032,5.1736317854476,2.29587057013569e-07,1.036587716141e-05
"ENSMUSG00000037649","H2-DMa","14998",835.782323048746,0.389715914802255,0.0753419217402503,5.17263040018868,2.30821305078418e-07,1.0402087465753e-05
"ENSMUSG00000043131","Mob1a","232157",3312.99477154116,0.236361149631282,0.0457477019627337,5.16662344753017,2.38360792442275e-07,1.07217803179876e-05
"ENSMUSG00000023951","Vegfa","22339",8068.22739268881,-0.184774557100502,0.0358262960321414,-5.15751215070441,2.50252615043722e-07,1.12356887705731e-05
"ENSMUSG00000002699","Lcp2","16822",308.236138798137,0.717297498618265,0.139177948050176,5.15381573494436,2.55238755025827e-07,1.1438213481744e-05
"ENSMUSG00000008496","Pou2f2","18987",1673.81443707566,0.242382534834852,0.0470710174267259,5.14929457839235,2.61467958838938e-07,1.16955881588458e-05
"ENSMUSG00000097585","E230029C05Rik","319711",412.624476135345,0.376948161837625,0.0732384350005566,5.14686259796185,2.64879195328729e-07,1.18261926448717e-05
"ENSMUSG00000060224","Pyroxd2","74580",241.25248649648,0.598884493002827,0.116464344665056,5.14221322178201,2.71520709964171e-07,1.21002701579403e-05
"ENSMUSG00000030793","Pycard","66824",255.900536481915,0.735187742212388,0.143086658460702,5.13805934194978,2.77590231516847e-07,1.234789079751e-05
"ENSMUSG00000024998","Plce1","74055",3804.63398018147,0.283471325342154,0.0551992373991587,5.13542104381453,2.81513051297044e-07,1.24992833569435e-05
"ENSMUSG00000000386","Mx1","17857",62.3916532621868,1.50849905989887,0.294602095052208,5.12046277074691,3.04786785772007e-07,1.35077237561756e-05
"ENSMUSG00000060126","Tpt1","22070",23762.2919853007,0.17366919777963,0.033936357915801,5.11749664505892,3.09617568155284e-07,1.36965933412811e-05
"ENSMUSG00000073555","Gm4951","240327",69.936119493262,1.52975963432388,0.299153288816968,5.11363134389554,3.16023836772343e-07,1.39543369393146e-05
"ENSMUSG00000049265","Kcnk3","16527",3649.21740289398,-0.220430592527365,0.0431510745245249,-5.1083453878323,3.2499217965603e-07,1.43240600795281e-05
"ENSMUSG00000029723","Spacdr","78829",7198.42146471953,0.215804120765598,0.0422984188130228,5.10194297615582,3.361840560683e-07,1.47902546787635e-05
"ENSMUSG00000057143","Trim12c","319236",373.815223251862,0.53294302567421,0.104691453485914,5.09060680627494,3.56919458858684e-07,1.56738444843691e-05
"ENSMUSG00000021775","Nr1d2","353187",12196.149485694,-0.200440689676501,0.0394084251645109,-5.08623952466406,3.65232741803499e-07,1.60097011502754e-05
"ENSMUSG00000027824","Vmn2r1","56544",145.377047716489,0.672872785030079,0.132385431457354,5.08268000204265,3.72146360726842e-07,1.62830948561663e-05
"ENSMUSG00000026249","Serpine2","20720",15637.690734052,0.180807163156645,0.0355811755668072,5.08153989508192,3.74387359995733e-07,1.63514189079806e-05
"ENSMUSG00000038175","Mylip","218203",1689.5874592903,0.353955955890324,0.0696635138922426,5.08093743932919,3.75576803231259e-07,1.6373651756812e-05
"ENSMUSG00000068245","Phf11d","219132",76.6990822568467,1.0765504382411,0.212432780108561,5.0677227765458,4.0260317930994e-07,1.75201546294642e-05
"ENSMUSG00000056144","Trim34a","94094",200.972358413967,0.81284427403383,0.160585673493909,5.06174838856134,4.15429049885526e-07,1.80456680243596e-05
"ENSMUSG00000037428","Vgf","381677",19567.8672982927,-0.246863748868527,0.048797245696634,-5.05896890991033,4.21529579999474e-07,1.82776744913285e-05
"ENSMUSG00000004892","Bcan","12032",22064.2587706765,-0.190606172086848,0.0376949921761134,-5.05653831141079,4.26935134229965e-07,1.84787661964822e-05
"ENSMUSG00000021451","Sema4d","20354",8706.83306128629,0.149182160945816,0.029518320262326,5.05388381249512,4.32915028449559e-07,1.87020135601468e-05
"ENSMUSG00000032690","Oas2","246728",177.325786934661,0.780017805213093,0.15435012652901,5.05356116482672,4.33647353690501e-07,1.87020135601468e-05
"ENSMUSG00000021371","Mcur1","76137",2649.2292312592,0.22586734221036,0.0447015366305959,5.05278697859719,4.35409430098291e-07,1.87444149111187e-05
"ENSMUSG00000050552","Lamtor4","66096",1542.45209797029,0.243585794536789,0.048261776946828,5.04717832509892,4.48382810556256e-07,1.92684506000648e-05
"ENSMUSG00000050121","Opalin","226115",2294.67829293261,0.369727589247924,0.0735335344185977,5.02801330265467,4.95587503850711e-07,2.12590254548438e-05
"ENSMUSG00000047976","Kcna1","16485",15058.9798815727,-0.19313242179183,0.0384529784024224,-5.02256079543797,5.09870501138026e-07,2.18328000175918e-05
"ENSMUSG00000027322","Siglec1","20612",99.8118627725554,1.09958303665045,0.219316250643041,5.01368700872119,5.33968201452128e-07,2.28240582023898e-05
"ENSMUSG00000025283","Sat1","20229",3928.66899046088,0.190699985783177,0.0380476560258619,5.01213493029777,5.38294353109798e-07,2.29681801552966e-05
"ENSMUSG00000032356","Rasgrf1","19417",46030.2423453833,-0.164085101969571,0.0327541656612744,-5.00959492195431,5.4544719251942e-07,2.32321888282829e-05
